respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Responde una de estas tres preguntas, la que prefieras responder:Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar sobre tu futuro.Cuéntanos una situación que haya sucedido en tu institución educativa que te haya impactado particularmente.Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar cómo quieres que termine tu año escolar.Describe la situación, y lo que pasó.Comparte tu experiencia / tu ejemplo aquí:",La historia que contaste te genera.,La experiencia que compartiste es,Cuando sucedió,Por cuanto tiempo,¿Qué tan común?,¿Quién debe saber esta historia?  ,¿En cuantos colegios has estado?,Temas,Tu historia describe algo: ,Sentí que tuve,La historia involucra,Esta historia me enseñó,La lección impacto en,Es importante,¿Cuál es tu genero? 
12588491841,401577030,2021-04-19 18:53:27,2021-04-19 18:58:40,181.51.88.50,,,,,Sí,BOLÍVAR,IE Jose Holguín Garces,Quiero que se termine esto del covid para poder terminar mi grado presencial ,Tranquilidad,Una opinión,Hace un año,Por algún tiempo,Común,Todo el mundo,Solo en este,Salud,Pasa frecuentemente,Poco control,Familia,Nuevos conocimientos y habilidades,Oportunidades futuras,Trabajar en equipo,Mujer
12588282545,401577030,2021-04-19 17:10:49,2021-04-19 17:25:01,186.170.187.237,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,"La llegada del trabajo virtual por la pandemia, presentó cambios traumáticos en el proceso educativo.",Impotencia,Experiencia personal,Hace un año,Por mucho tiempo,Pasa una vez cada tanto,Todo el mundo,En 3,Educación y aprendizaje,Completamente novedoso,Absolutamente ningún control,Otros,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12588253047,401577030,2021-04-19 17:03:13,2021-04-19 17:11:26,186.27.141.124,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,"Una vez mis compañeros y yo estabamos hablando sobre que queriamos hacer cuando fueramos adultos, en ese momento me di cuenta que no tenia nada planeado para hacer en realidad, desde entonces me lo pregunto todos los dias.",Motivación,Experiencia personal,Hace seis meses,Por mucho tiempo,Pasa todo el tiempo,Los compañeros,En 2,Educación y aprendizaje,Pasa todo el tiempo,Total control,Amigos,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12588195789,401577030,2021-04-19 16:39:56,2021-04-19 16:45:04,190.252.166.0,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Algo que me motiva mucho es que aveces van algunos estudiantes que ya se han graduado y que ahora tienen grandes logros en su vida y tan solo pensar que uno mismo tiene la desicion de hacerlo o no es una pregunta do que te da vueltas en la cabeza y a mi me gustaría mucho tener muchos logros y graduarme de santa librada ,Motivación,Experiencia personal,Hace más de dos años,Por siempre,Pasa una vez cada tanto,Los profesores y las directivas,En más de 4,Educación y aprendizaje,Novedoso,Absolutamente ningún control,A mi,Nuevos conocimientos y habilidades,Oportunidades futuras,Ser el mejor,Hombre
12588177721,401577030,2021-04-19 16:27:34,2021-04-19 16:36:39,186.27.135.129,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Una vez en el descanso del almuerzo se empezaron a tirar piedras entre otros objetos y cuando vi que una me iva a llegar ami la atrape y no me paso nada pero como me vieron con la piedra en la mano me sacaron de la fila por que creyeron que yo era de las que estaba tirando las piedras,Impotencia,Experiencia personal,Hace un año,Se me va a olvidar,Muy rara y única,Nadie,En 2,La seguridad en el colegio,Novedoso,Poco control,A mi,Otros,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12588166221,401577030,2021-04-19 16:17:49,2021-04-19 16:32:54,181.50.102.67,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,"Una vez fui a mi escuela,estando en clase sono el timbre del descanso. En el descanso un niño mas grande que yo me golpeo y yo le fui a decir a la profesora, la profesora me dijo que llamará al niño que me golpeo y la profesora le dice que iba a hablar con su profesora de el sobre lo que hizo, su profesora le llamo la atención y el niño dejo de golpearme fin ",Tranquilidad,Experiencia personal,Hace un año,Se me va a olvidar,Muy rara y única,Los profesores y las directivas,Solo en este,Relación con los profesores,Novedoso,Control,A mi,Nuevos conocimientos y habilidades,Relación con los demás,Trabajar en equipo,Mujer
12588138847,401577030,2021-04-19 16:11:43,2021-04-19 16:19:32,204.199.90.197,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Pues soy nueva y no hemos podido entrar presencial y pues casi nada las clases virtuales con mis profesores son buenas aprendo mucho,Orgullo/Satisfacción,Una opinión,Hace algunos días o semanas,Por mucho tiempo,Común,Todo el mundo,En 2,Educación y aprendizaje,Pasa frecuentemente,Control,Profesores,Otros,Oportunidades futuras,Trabajar en equipo,Mujer
12588110898,401577030,2021-04-19 15:56:23,2021-04-19 16:07:47,201.185.5.106,,,,,No,VALLE DEL CAUCA,IE Santa Librada,Que hubo un accidente grave en el colegio ,Tristeza,Una historia que escuchaste por ahí,Hace más de dos años,Se me va a olvidar,Muy rara y única,Los profesores y las directivas,Solo en este,Tecnología,Novedoso,Total control,Profesores,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12588110883,401577030,2021-04-19 15:56:36,2021-04-19 16:07:47,181.62.53.168,,,,,No,VALLE DEL CAUCA,IE Santa Librada,Que hubo una situación grave en el colegio en el que un segundo piso se callo y murió una persona,Tristeza,Una historia que escuchaste por ahí,Hace más de dos años,Se me va a olvidar,Muy rara y única,Los profesores y las directivas,Solo en este,Tecnología,Novedoso,Total control,Profesores,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12588096292,401577030,2021-04-19 15:59:44,2021-04-19 16:02:09,181.62.52.6,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Que termine con el año escolar con graduación,Tranquilidad,Experiencia personal,Hace más de dos años,Se me va a olvidar,Muy rara y única,Nadie,En 2,Tecnología,Completamente novedoso,Absolutamente ningún control,Profesores,Comprender la realidad de las cosas,Relación con los demás,Trabajar en equipo,No binario
12588075372,401577030,2021-04-19 15:37:48,2021-04-19 15:53:47,181.206.25.148,,,,,Sí,CAUCA,IE Guillermo Valencia,"Una situación que me impactó fue la noticia dada por profesor en particular anunciando su retiro de la institución, lo que me impactó ya que el me ha ayudado mucho en mi desarrollo académico ",Tristeza,Experiencia personal,Hace dos años,Por mucho tiempo,Muy rara y única,Nadie,En 3,Educación y aprendizaje,Pasa frecuentemente,Total control,Profesores,Comprender la realidad de las cosas,Oportunidades futuras,Comprender a los otros,Hombre
12587830756,401577030,2021-04-19 14:13:39,2021-04-19 14:22:15,181.129.172.106,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,"Cuando la profesora Bolivia se jubiló de el colegio, fueron algunos de sus estudiantes a darle las gracias por como ella los habia ayudado cuando estudiaron hay, a mi me encantaria algun dia, terminar de estudiar, y seguir llendo a el colegio a ver a mia profeaores que me ayudaron en el estudio, y poderles demostrar que me sirvio bastante la ayuda que me brindaron  :) ",Motivación,Experiencia personal,Hace un año,Por siempre,Pasa una vez cada tanto,Los compañeros,En 3,Educación y aprendizaje,Novedoso,Total control,Profesores,Importancia de experimentar,Oportunidades futuras,Trabajar en equipo,Mujer
12587784761,401577030,2021-04-19 14:02:00,2021-04-19 14:05:48,181.143.228.66,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,No paso nada en particular,Tranquilidad,Una opinión,Hace un año,Se me va a olvidar,Muy rara y única,Nadie,Solo en este,Bullying y matoneo,Pasa frecuentemente,Poco control,Amigos,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12587759917,401577030,2021-04-19 13:50:34,2021-04-19 13:57:18,190.252.185.128,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Soy nueva,Tranquilidad,Experiencia personal,Hace algunos días o semanas,Se me va a olvidar,Común,Nadie,En 2,Ninguna de los anteriores,Pasa todo el tiempo,Control,Otros,Otros,Oportunidades futuras,Trabajar en equipo,Mujer
12587452918,401577030,2021-04-19 11:49:24,2021-04-19 12:11:41,191.156.6.254,,,,,No,CAUCA,IE Santa Rosa,ME GUSTARIA LLEVAR MI PUNTACION ALTA EXELENTE,Orgullo/Satisfacción,Experiencia personal,Hace algunos días o semanas,Por siempre,Pasa una vez cada tanto,Los profesores y las directivas,En 2,La seguridad en el colegio,Novedoso,Control,Familia,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12587245418,401577030,2021-04-19 10:51:42,2021-04-19 11:04:54,190.99.144.63,,,,,Sí,META,IE Santa Rosa,"Una ves estaba jugando futbol y en que me sente a descansar  me puse a pensar, que era un gran futbolista y ayudar a la jente.",Motivación,Experiencia personal,Hace dos años,Por mucho tiempo,Pasa una vez cada tanto,Todo el mundo,En 3,Ninguna de los anteriores,Pasa frecuentemente,Control,A mi,Nuevos conocimientos y habilidades,Oportunidades futuras,Trabajar en equipo,Hombre
12586967460,401577030,2021-04-19 09:32:21,2021-04-19 09:38:48,191.111.200.234,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,"El visitar mi escuela y verla tan sola, sin la presencia de todas las personas que la conformamos me causo tristeza y me enseñó a valorar cada instante y momento que pasamos con nuestros semejantes que siempre aportan a nuestras vidas para que seamos personas buenas, temerosas de Dios y que aportemos para tener un mundo mejor ",Motivación,Experiencia personal,Hace algunos días o semanas,Por siempre,Pasa todo el tiempo,Todo el mundo,En 2,Educación y aprendizaje,Novedoso,Total control,Profesores,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Hombre
12586851123,401577030,2021-04-19 08:52:04,2021-04-19 09:04:21,191.102.196.220,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,las clases son divertidas y me ayudan a querer segur estudiando,Tranquilidad,Experiencia personal,Hace algunos días o semanas,Se me va a olvidar,Muy rara y única,Nadie,En 3,Ninguna de los anteriores,Completamente novedoso,Control,A mi,Otros,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12586842083,401577030,2021-04-19 08:47:38,2021-04-19 09:02:58,190.66.149.246,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,1R// cuando los de 11 segraduaron y dieron un mensaje muy bonito   2R//a mi me impacto una pelea que sucedio cuando yo estudiaba en otra escuela donde un niño revento a otro   3R// yo quiero terminar mis estudios muy bien salir con honores y buenas notas,Rabia,Experiencia que alguien te compartió,Hace dos años,Por siempre,Pasa una vez cada tanto,Nadie,En 2,Relación con los compañeros,Completamente novedoso,Total control,Otros,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12586838812,401577030,2021-04-19 08:35:38,2021-04-19 09:00:39,191.92.72.20,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,"Pues que yo sepa, en el colegio no hay nada que me haya echo pensar sobre mi futuro,como termine el año escolar o que me haya dejando impactado, yo solo me enfoco en  el presente.  Pero hay muchas situaciones en las que me han pasado cosas pero cuando me pasaban esas cosas yo no pensaba en mi futuro ??, y pues que yo concidero que tengo una nomás, que es cuando estaba en sexto y como yo no hacía tantas tareas, me puse a pensar si Hiba a ganar el año o no, pero yo debería haber perdido sexto, para mí creo que los profesores me dieron otra oportunidad y se los agradezco ????",Motivación,Experiencia personal,Hace un año,Por algún tiempo,Muy rara y única,Todo el mundo,Solo en este,Educación y aprendizaje,Pasa frecuentemente,Poco control,A mi,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Hombre
12586833737,401577030,2021-04-19 08:47:28,2021-04-19 08:59:04,186.27.213.44,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,Bien quiero ganar el año,Alegría,Experiencia que alguien te compartió,Hace más de dos años,Por siempre,Pasa todo el tiempo,Nadie,En más de 4,Tecnología,Pasa todo el tiempo,Total control,A mi,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Hombre
12586831233,401577030,2021-04-19 08:35:52,2021-04-19 08:58:44,181.62.52.1,,,,,No,ANTIOQUIA,IE Guillermo Valencia,Un dia en el colegio estaba en clases de educacion fisica y eren algunas cosas muy fuertes y sentia qie no tenua lo suficiente fuersa y recuerdo que de solo pensarlo me dolia la cabesa y cadabez me debilita mas pero llego un compañero del colegio y me motivo e iso los ejercios junto ami mientras me motivava y pense que queria termina el año escolar en la institucion junto a el,Motivación,Experiencia personal,Hace un año,Se me va a olvidar,Común,Todo el mundo,En más de 4,Valores,Pasa frecuentemente,Total control,Amigos,Nuevos conocimientos y habilidades,Relación con los demás,Trabajar en equipo,Hombre
12586824334,401577030,2021-04-19 08:47:26,2021-04-19 08:56:11,181.59.34.44,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,Mi historia es que un día estaba en el aula de clase y había un compañero que estaba molestando y una compañera lo empujo y tenia el la pis en la mano y se lo clavo en un brazo    ,Tristeza,Experiencia personal,Hace más de dos años,Por siempre,Pasa una vez cada tanto,Los profesores y las directivas,Solo en este,Ninguna de los anteriores,Pasa frecuentemente,Poco control,Amigos,Comprender la realidad de las cosas,Relación con los demás,Trabajar en equipo,Hombre
12586822594,401577030,2021-04-19 08:35:38,2021-04-19 08:55:56,186.81.100.24,,,,,Sí,CAUCA,IE Guillermo Valencia,cuando estábamos en clase y nos tiraron piedras eso me impacto ,Tristeza,Experiencia personal,Hace más de dos años,Por siempre,Muy rara y única,Nadie,Solo en este,Valores,Pasa todo el tiempo,Control,A mi,Nuevos conocimientos y habilidades,Oportunidades futuras,Ser el mejor,Mujer
12586820176,401577030,2021-04-19 08:47:59,2021-04-19 08:54:53,191.92.79.125,,,,,Sí,SUCRE,IE General José María Cabal,Mi situación es que me gusta mucho cómo los profesores del colegio Guillermo Valencia explican la clase y eso me impacto mucho ,Alegría,Experiencia personal,Hace algunos días o semanas,Por siempre,Común,Todo el mundo,En 2,Tecnología,Pasa frecuentemente,Total control,Profesores,Nuevos conocimientos y habilidades,Oportunidades futuras,Ser el mejor,Mujer
12586819783,401577030,2021-04-19 08:31:43,2021-04-19 08:54:45,186.27.170.129,,,,,No,VALLE DEL CAUCA,IE Guillermo Valencia,La pregunta dos mi situación que me halla impactado fue cuando el covid-19 impacto a todo mundo incluso a la institución el covid llego a uestras vidas como un aprendizaje para aprender a valoras las cosas mas pequeñas y a las personas que mas queremos. y ,Rabia,Una opinión,Hace un año,Por algún tiempo,Muy rara y única,Todo el mundo,En 2,Ninguna de los anteriores,Novedoso,Control,Otros,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12586810438,401577030,2021-04-19 08:35:43,2021-04-19 08:51:48,179.14.82.194,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,cuando estábamos en la clase  de  artistica el profesor agredio verbal mente y lo saco del salon y mis compañeros y yo quedamos imprecionados pr la situacion  ,Rabia,Experiencia personal,Hace un año,Por siempre,Muy rara y única,Nadie,En 2,Ninguna de los anteriores,Completamente novedoso,Absolutamente ningún control,Profesores,Otros,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12586809944,401577030,2021-04-19 08:44:57,2021-04-19 08:51:38,190.99.170.126,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,"Una vez yo estaba en la institución educativa y fue el día de escoger al personero y yo le pedí permiso a la profe paula para ir al baño cuando yo entré al baño encontré a una compañera de clase a zoe llorando por que me dijo que una compañera le había dicho gorda ella se sintió muy mal por que ella tiene la costumbre de bajarse el autoestima, y yo estaba hay con ella y luego yo le dije que no llorara más y la lleve al salón ella me dijo que no dijera nada a nadie después qué pasó el tiempo abrimos más este tema ",Tristeza,Experiencia que alguien te compartió,Hace un año,Se me va a olvidar,Pasa una vez cada tanto,Todo el mundo,Solo en este,Bullying y matoneo,Novedoso,Control,Amigos,Comprender la realidad de las cosas,Relación con los demás,Comprender a los otros,Mujer
12586809473,401577030,2021-04-19 08:44:37,2021-04-19 08:51:29,191.92.81.253,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,"Cuando quise participar en la elección de representante de grupo yo tenía pena ya que nadie me conocía porque soy nuevo pero logré quedar como el representante de mi grupo y yo me dije a mi mismo debo ser un estudiante aplicado , educado, respetuoso porque para mí ser un representante de grupo es  ser la guía de mis demás compañeros ",Motivación,Experiencia personal,Hace algunos días o semanas,Por siempre,Muy rara y única,Todo el mundo,En más de 4,Educación y aprendizaje,Novedoso,Total control,A mi,Comprender la realidad de las cosas,Relación con los demás,Ser el mejor,Hombre
12586807543,401577030,2021-04-19 08:36:15,2021-04-19 08:50:52,181.62.52.15,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,Una vez nos habían llamado a  desayunar y un compañero bajo las escaleras muy rápido y se callo. Al caer se fracturo un brazo y eso nos impacto a todos. ,Tristeza,Experiencia que alguien te compartió,Hace más de dos años,Por algún tiempo,Muy rara y única,Todo el mundo,Solo en este,La seguridad en el colegio,Novedoso,Poco control,Amigos,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12586806478,401577030,2021-04-19 08:38:07,2021-04-19 08:51:27,191.92.86.170,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,Un niño me peguo un chicle emn el pelo sin yo aserle alguo y a la semana me encuello me saco tanto la piedra que lo mordor le do un puño y le arramque el pelo por que soempre me molestavq me asia car y eso yo no soy de ese topo de persona que pelea por cualquier cosa me la buelan y no respondo,Rabia,Una opinión,Hace más de dos años,Por algún tiempo,Muy rara y única,Los profesores y las directivas,En 2,Justicia,Completamente novedoso,Poco control,Amigos,Otros,Relación con los demás,Trabajar en equipo,Hombre
12586798727,401577030,2021-04-19 08:35:40,2021-04-19 08:47:59,191.95.166.60,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,HALGO QUE ME IMPACTO PARTICULAR MENTE DEL COLEGIO FUE QUE LOS NIÑOS DE MAS GRADO NO SON TAN CUIDADOSOS JUGANDO AL FUTBOLL Y UN DIA GOLPEARON A UNA NIÑA,Rabia,Una opinión,Hace un año,Por algún tiempo,Común,Los profesores y las directivas,En 2,Tecnología,Pasa frecuentemente,Control,Amigos,Otros,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12586796907,401577030,2021-04-19 08:35:42,2021-04-19 08:47:24,186.27.211.133,,,,,No,VALLE DEL CAUCA,IE Guillermo Valencia,2 cuando entre al colegio en 6 pensé que los profesores eran bravos y muy groseros pero no fue así todos los profesores son amables y buenos explicando los talleres. ,Motivación,Experiencia personal,Hace un año,Se me va a olvidar,Pasa todo el tiempo,Nadie,En 2,Innovación y creatividad,Novedoso,Total control,Profesores,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12586796802,401577030,2021-04-19 08:38:07,2021-04-19 08:47:22,191.92.72.20,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,Cuando estaban jugando unas niñas en el baño y estaban diciendo puras cosas de miedo ,Tranquilidad,Experiencia personal,Hace más de dos años,Se me va a olvidar,Muy rara y única,Los profesores y las directivas,Solo en este,Ninguna de los anteriores,Novedoso,Total control,Amigos,Otros,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12586791192,401577030,2021-04-19 08:35:44,2021-04-19 08:45:32,191.92.72.20,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,Cuando un profesor me hacía muchas anotaciones y me rregañaba y un día me hizo que mi mamá me pegará y me rajo un brazo  ,Tristeza,Experiencia personal,Hace más de dos años,Por mucho tiempo,Común,Los profesores y las directivas,En más de 4,Comida,Pasa frecuentemente,Absolutamente ningún control,A mi,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Ser el mejor,Hombre
12586790560,401577030,2021-04-19 08:38:08,2021-04-19 08:45:20,190.66.148.144,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,Pues que ami una compañera me dijo un  secreto que a nadie le desea que era que el papá era narcotraficante pues ella me contó eso  y quede inctada,Tristeza,Experiencia que alguien te compartió,Hace más de dos años,Se me va a olvidar,Muy rara y única,Nadie,En 2,Relación con los profesores,Novedoso,Poco control,Amigos,Nuevos conocimientos y habilidades,Relación con los demás,Comprender a los otros,Mujer
12586786895,401577030,2021-04-19 08:35:38,2021-04-19 08:44:07,191.92.68.78,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,me gusta la clase de quimica ya que me impacto la reaccion quimica. ,Orgullo/Satisfacción,Experiencia personal,Hace más de dos años,Por mucho tiempo,Común,Todo el mundo,En 3,Tecnología,Pasa frecuentemente,Control,Otros,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Hombre
12586786751,401577030,2021-04-19 08:36:06,2021-04-19 08:44:31,181.234.163.109,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,Descubri que ami prima la molestaban diciendole de cosas y eso me llevo a una pelea con una de las muchachitas que la molestaba,Rabia,Experiencia personal,Hace un año,Por algún tiempo,Pasa una vez cada tanto,Los profesores y las directivas,En 3,Ninguna de los anteriores,Pasa todo el tiempo,Poco control,A mi,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12586775626,401577030,2021-04-19 08:35:51,2021-04-19 08:40:37,191.92.72.20,,,,,No,VALLE DEL CAUCA,IE Guillermo Valencia,Lo que me impacto fue que un día entre al baño de niñas y había pues una toalla con periodo y eso holia feo ,Rabia,Una historia que escuchaste por ahí,Hace un año,Se me va a olvidar,Muy rara y única,Los profesores y las directivas,En 3,Relación con los compañeros,Pasa frecuentemente,Poco control,Amigos,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Mujer
12586753612,401577030,2021-04-19 08:23:56,2021-04-19 08:33:45,200.6.191.210,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,Quiero que mi año escolar termine con buenas notas,Motivación,Experiencia personal,Hace un año,Por mucho tiempo,Pasa todo el tiempo,Los profesores y las directivas,En 2,Relación con los compañeros,Pasa frecuentemente,Control,Amigos,Nuevos conocimientos y habilidades,Oportunidades futuras,Comprender a los otros,Mujer
12586705445,401577030,2021-04-19 08:14:10,2021-04-19 08:18:25,181.50.102.14,,,,,No,VALLE DEL CAUCA,IE Santa Rosa,El beso que Camila de dio a Camilo en segundo,Tranquilidad,Experiencia personal,Hace dos años,Se me va a olvidar,Muy rara y única,Los compañeros,Solo en este,Tecnología,Novedoso,Absolutamente ningún control,Amigos,Otros,Relación con los demás,Trabajar en equipo,Hombre
12586577327,401577030,2021-04-19 07:31:26,2021-04-19 07:36:17,201.185.31.140,,,,,Sí,AMAZONAS,IE Guillermo Valencia,No entiendo,Tristeza,Una opinión,Hace dos años,Por siempre,Pasa todo el tiempo,Los profesores y las directivas,En más de 4,Salud,Pasa frecuentemente,Control,Familia,Comprender la realidad de las cosas,Relación con los demás,Ser el mejor,Hombre
12586503451,401577030,2021-04-19 06:58:24,2021-04-19 07:09:30,191.102.199.109,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,no fue en esta escuela fue en otra yo estaba jugando en los columpios cuando en un momento a ese columpio se le rompió la parte de abajo y me caí al suelo ,Rabia,Experiencia personal,Hace más de dos años,Por algún tiempo,Muy rara y única,Los profesores y las directivas,En 3,La seguridad en el colegio,Novedoso,Absolutamente ningún control,A mi,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12585647310,401577030,2021-04-18 21:58:46,2021-04-18 22:07:31,191.92.67.51,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,"Cuando estaba charlando con mis compañeros en unos muros del colegio, se escucharon de lejos unos disparos",Tristeza,Una opinión,Hace más de dos años,Se me va a olvidar,Muy rara y única,Los profesores y las directivas,Solo en este,Ninguna de los anteriores,Completamente novedoso,Total control,Amigos,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12585594833,401577030,2021-04-18 20:41:43,2021-04-18 21:17:16,181.59.35.138,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,"Un dia en el descanso un niño estaba jugando con sus amigos el estaba corriendo cuando llego a la parte de los baños  en el piso de la entrada habían unos huecos en el piso, me dijeron  q el niño al correr metio el pie en uno de los huecos y se fue de frente hacia el labadero de los trapeadores  y se rompió su frente, unos dias después vi al niño y le quedo una cicatriz en su frente ",Tristeza,Experiencia personal,Hace dos años,Por mucho tiempo,Muy rara y única,Los profesores y las directivas,Solo en este,La seguridad en el colegio,Novedoso,Control,Otros,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Comprender a los otros,Hombre
12585486055,401577030,2021-04-18 19:23:02,2021-04-18 19:52:28,181.62.52.143,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,Yo Andy quisiera que se termine el año estudiando presencial,Motivación,Experiencia que alguien te compartió,Hace algunos días o semanas,Por algún tiempo,Muy rara y única,Los profesores y las directivas,Solo en este,Educación y aprendizaje,Pasa frecuentemente,Control,A mi,Nuevos conocimientos y habilidades,Entender lo que sucede a tu alrededor,Ser el mejor,Hombre
12585478037,401577030,2021-04-18 19:26:04,2021-04-18 19:31:20,186.27.160.132,,,,,Sí,VALLE DEL CAUCA,IE Guillermo Valencia,Un estudiante del grado 11 que se graduo y tu una buena carrera gracias a la escuela,Motivación,Una opinión,Hace dos años,Se me va a olvidar,Común,Nadie,Solo en este,Ninguna de los anteriores,Novedoso,Poco control,Otros,Otros,Oportunidades futuras,Ser el mejor,Hombre
12585458183,401577030,2021-04-18 19:03:19,2021-04-18 19:20:08,190.99.225.205,,,,,Sí,VALLE DEL CAUCA,IE Santa Librada,El año pasado al iniciar pandemia pe se que no podría graduarme de básica primaria hasta que iniciamos clases virtuales. ,Tranquilidad,Experiencia personal,Hace un año,Por algún tiempo,Muy rara y única,Todo el mundo,En 2,Educación y aprendizaje,Completamente novedoso,Poco control,A mi,Comprender la realidad de las cosas,Entender lo que sucede a tu alrededor,Comprender a los otros,Mujer
12585234277,401577030,2021-04-18 16:02:48,2021-04-18 16:05:18,181.62.52.33,,,,,Sí,VALLE DEL CAUCA,IE Jose Holguín Garces,Ninguna,Tranquilidad,Una opinión,Hace algunos días o semanas,Se me va a olvidar,Muy rara y única,Nadie,Solo en este,Ninguna de los anteriores,Pasa todo el tiempo,Absolutamente ningún control,Otros,Otros,Entender lo que sucede a tu alrededor,Trabajar en equipo,Hombre
12585018349,401577030,2021-04-18 12:19:16,2021-04-18 12:26:00,190.66.123.233,,,,,Sí,VALLE DEL CAUCA,IE Santa Rosa,Quiero terminar mi año escolar de primaria bien preparada para continuar mi segundaria y poderme graduar para poder volverme una profesional ,Motivación,Una opinión,Hace un año,Por mucho tiempo,Muy rara y única,Todo el mundo,Solo en este,Educación y aprendizaje,Novedoso,Poco control,A mi,Comprender la realidad de las cosas,Oportunidades futuras,Trabajar en equipo,Mujer
