respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Imagine que está en una conferencia con otros colegas. Un amigo de otra escuela le pide que describa una experiencia en el aula en la cual probó algo diferente que produjo resultados positivos, negativos, interesantes o mixtos en los alumnos.¿Cuál experiencia compartiría",Mi experiencia produjo…,En esta experiencia me enfoqué en…,Mi intención fue cultivar en los estudiantes…,Los estudiantes aprenden a través de…,En mi experiencia un factor determinante es…,En mi experiencia fueron determinantes…,Mi foco estuvo en cultivar en los estudiantes…,Mi papel como maestro fue…,Pensando en la experiencia/ejemplo que acabo de compartir… A los estudiantes se les animó a aprender…,El aprendizaje fue…,Las decisiones fueron influenciadas por…,En general mi ejemplo/experiencia me produjo,Esta situación sucede…,Esta historia se relaciona con…,Tiempo que llevo trabajando en educación...,Tipo de Institución..,Preescolar,Básica Primaria,Básica Secundaria,Media,Género,Edad,Nivel Educativo
12619114658,402373207,2021-04-30 08:40:44,2021-04-30 08:47:10,186.86.52.186,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Terranova,Proyecto de aula,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/futura empleabilidad,Experimentar y crear,Tiempo y la planeación curricular,Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Abrir nuevos mundos para los estudiantes,0,97,97,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,De uno a cinco años,Oficial,,Básica Primaria,,,Hombre,30 a 39 años,Licenciado
12610079249,402373207,2021-04-27 16:07:33,2021-04-27 16:21:24,186.86.52.95,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,"Recuerdo que en el marco del plebiscito sobre los acuerdos de paz en el año 2016, como una de las formas de explicar la realidad atravesada por nuestro País Colombia, junto con otros colegas propusimos una jornada pedagogía llamada semana por la paz,  en la cuál se emplearon herramientas audiovisuales, fotografías reales, entrevistas, que hicieron que el aprendizaje y las reflexiones realizadas por los estudiantes fueran significativos. Los estudiantes se veían motivados a participar y al final sentimos que se logró el objetivo trazado.",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.",Maestros y rectores,Comprensión del mundo que los rodea,Ayudar a los estudiantes a alcanzar los objetivos,50,50,50,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,De cinco a diez años,No oficial,,,Básica Secundaria,,Mujer,30 a 39 años,Licenciado
12609909066,402373207,2021-04-27 15:03:17,2021-04-27 15:17:31,191.91.4.69,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,"En una clase de matemáticas, de grado 11 estaba trabajando con los estudiantes el tema de funciones y se les pidió construir unas cajas en donde variaran el el largo de las cajas. Esto con el objetivo de relacionar la dependencia del volumen de la caja con su largo. Para darles una doble función a las cajas se les pidió también que decoraran las cajas expresando sus sueños. Al final cada persona, explicó la parte matemática y en el momento de contarnos los sueños fue un momento en donde sus chicos expresaron sus sentimientos y sueños",Resultados interesantes,El desarrollo socioemocional del alumno,Habilidades de vida prácticas/futura empleabilidad,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Abrir nuevos mundos para los estudiantes,50,50,50,Felicidad,Con frecuencia,Innovación / creatividad,Más de quince año,No oficial,,,Básica Secundaria,Media,Mujer,40 a 49 años,Especialista
12609560669,402373207,2021-04-27 12:55:18,2021-04-27 13:16:52,181.50.102.242,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,"La enseñanza desde el área de tecnología e informática seria la que yo compartiría ya que reforzamos desde nuestra área los conocimientos y habilidades motrices de nuestros niños, con proyectos y actividades muy dinámicas y significativa",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/futura empleabilidad,Experimentar y crear,Tiempo y la planeación curricular,Maestros y rectores,Buenas bases para la compresión de futuros aprendizajes,Ayudar a los estudiantes a alcanzar los objetivos,99,100,100,Satisfacción/orgullo,Todo el tiempo,Tecnología,Más de quince año,No oficial,Preescolar,Básica Primaria,Básica Secundaria,,Mujer,40 a 49 años,Licenciado
12608515350,402373207,2021-04-27 07:26:58,2021-04-27 07:41:55,181.234.3.205,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,Hay muchas experiencias tanto positivas como negativas. Creo que desde que empecé a realizar juegos para iniciar las clases he podido captar la atención de más estudiantes. Esto ha redundado en mejores resultados.,Resultados positivos,El desarrollo socioemocional del alumno,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.",Maestros y rectores,Buenas bases para la compresión de futuros aprendizajes,Ayudar a los estudiantes a alcanzar los objetivos,50,29,26,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,Más de quince año,No oficial,,,,Media,Hombre,40 a 49 años,Licenciado
12606848418,402373207,2021-04-26 16:23:39,2021-04-26 16:29:03,186.80.99.175,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,Examen inclusivo,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Reflexionar y comprender,Tiempo y la planeación curricular,Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,83,80,85,Felicidad,Con frecuencia,Educación / aprendizaje,De uno a cinco años,No oficial,,,Básica Secundaria,Media,Mujer,30 a 39 años,Licenciado
12605385330,402373207,2021-04-26 08:18:16,2021-04-26 08:22:42,191.95.166.130,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,Se le asignó a un estudiante que interrumpía la clase constamente dar el tema,Resultados interesantes,El desarrollo socioemocional del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,34,77,30,Esperanza,Rara vez,Innovación / creatividad,De uno a cinco años,No oficial,,,Básica Secundaria,,Mujer,20 a 29 años,Licenciado
12603579288,402373207,2021-04-25 10:24:39,2021-04-25 10:42:11,186.168.103.186,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,La creación de animales con hojas,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Tiempo y la planeación curricular,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Ayudar a los estudiantes a alcanzar los objetivos,95,91,95,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,Más de quince año,No oficial,Preescolar,,,,Mujer,50 a 59 años,Licenciado
12601368363,402373207,2021-04-23 17:34:45,2021-04-23 20:44:58,186.82.96.124,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,"El haber sido directora de grupo por primera vez ya que, en mis experiencias laborales anteriores me había desempeñado solo en el cargo de Docente de educación física y deportes; cuando aceptas el reto de ser una persona capaz de llevar el 100% de tu mirada, de la mano, la responsabilidad y tenacidad a más de 30 estudiantes es porque has interiorizado el reto para el cual apenas te vas a enfrentar. Durante ese año lectivo 2019-2020 alcanzamos a estudiar 6 meses presencialmente y como todos sabemos a finales de marzo, en el sistema educativo Comfandi de inmediato reemplazamos las aulas y espacios de la sede por la virtualidad, es decir que a partir de este cambio obligatorio y fugaz también se desprenden otros momentos que hacen fértil la narración de mi experiencia. ",Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.",La IE y la Secretaría,Buenas bases para la compresión de futuros aprendizajes,Dar soporte emocional a los estudiantes,50,60,70,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,De uno a cinco años,No oficial,,Básica Primaria,Básica Secundaria,,Mujer,30 a 39 años,Licenciado
12601346038,402373207,2021-04-23 19:52:29,2021-04-23 20:25:15,161.18.5.112,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,El Pájaro Carpintero,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Tiempo y la planeación curricular,Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,50,31,49,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,De cinco a diez años,No oficial,Preescolar,,,,Mujer,40 a 49 años,Licenciado
12601302136,402373207,2021-04-23 19:41:06,2021-04-23 19:49:43,186.112.8.243,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,crear un contexto basado en el futuro para concienciar de las consecuencias de nuestros actos en la actualidad,Resultados positivos,El desarrollo socioemocional del alumno,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,100,100,100,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,,,,,,,,,
12601182681,402373207,2021-04-23 18:06:22,2021-04-23 18:21:02,191.92.73.239,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,la experiencia que compartiría seria la oportunidad de tener un espacio con los estudiantes del área de artes plasticas donde se tuvo un conversatorio sobre técnicas artísticas y pude identificar niños que en las clases no participaban dándome cuenta de su gran talento y a partir de ese día los niños intervenían mas en las clases.    ,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Tiempo y la planeación curricular,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Ayudar a los estudiantes a alcanzar los objetivos,100,100,100,Felicidad,Con frecuencia,Innovación / creatividad,De diez a quince años,No oficial,Preescolar,Básica Primaria,,,Mujer,40 a 49 años,Licenciado
12601092858,402373207,2021-04-23 17:15:46,2021-04-23 17:25:20,186.168.231.87,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,"En un tema definido , los niños comparten sus saberes, lo que saben con sus compañeros, comparten vídeos temas de interés. ",Resultados mixtos,El desarrollo socioemocional del alumno,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Dar soporte emocional a los estudiantes,100,100,100,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,Más de quince año,No oficial,,Básica Primaria,,,Mujer,50 a 59 años,Licenciado
12601035627,402373207,2021-04-23 16:46:06,2021-04-23 16:54:40,181.133.72.114,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,solictar material no estructura ( caja) provocar una experiencia de creación y juego con esta ademas de reconocer a través de esta conceptos y hacer hipótesis ,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/futura empleabilidad,Experimentar y crear,Tiempo y la planeación curricular,Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Abrir nuevos mundos para los estudiantes,62,81,57,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,De diez a quince años,No oficial,Preescolar,,,,Mujer,30 a 39 años,Licenciado
12600991434,402373207,2021-04-23 16:21:13,2021-04-23 16:37:42,181.54.0.179,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,El  uso del material reciclable.,Resultados positivos,El desarrollo socioemocional del alumno,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Dar soporte emocional a los estudiantes,100,100,100,Felicidad,Con frecuencia,Innovación / creatividad,De cinco a diez años,No oficial,Preescolar,,,,Mujer,30 a 39 años,Licenciado
12600912797,402373207,2021-04-23 15:47:08,2021-04-23 15:54:39,181.52.155.21,,,,,Sí,CAUCA,Colegio Comfandi Miraflores,Proyecto sobre Elaboración de conservas,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/futura empleabilidad,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Ayudar a los estudiantes a alcanzar los objetivos,85,100,52,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,De diez a quince años,No oficial,,,Básica Secundaria,,Mujer,40 a 49 años,Profesional no Licenciado
12600897524,402373207,2021-04-23 15:38:37,2021-04-23 15:48:42,181.50.102.197,,,,,Sí,NARIÑO,Colegio Comfandi Miraflores -sede primaria,Resaltar los valores en los niños a través de la música ,Resultados positivos,El desarrollo socioemocional del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.",La IE y la Secretaría,Buenas bases para la compresión de futuros aprendizajes,Ayudar a los estudiantes a alcanzar los objetivos,4,0,3,Esperanza,Una vez,Educación / aprendizaje,De cinco a diez años,No oficial,,Básica Primaria,,,Hombre,40 a 49 años,Licenciado
12600887802,402373207,2021-04-23 14:49:13,2021-04-23 15:42:38,181.50.102.96,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,"Algo muy sencillo,cómo pedirles que observen los dedos de sus manos y verán que todos son distintos luego explicarles que así cada uno de ellos (ninos) son diferentes y eso es lo importante para aprender ser diferentes. ",Resultados positivos,El desarrollo socioemocional del alumno,Habilidades de vida prácticas/futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Dar soporte emocional a los estudiantes,34,56,55,Satisfacción/orgullo,Con frecuencia,Salud,De uno a cinco años,No oficial,,Básica Primaria,,,Mujer,20 a 29 años,Magister
12600872192,402373207,2021-04-23 15:04:23,2021-04-23 15:36:43,181.62.52.82,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi  Municipal,Después que dos niños se agredieran le pedí a todo el grupo hablar sobre lo ocurrido y después de hablar se comprometieron en ser guardianes de paz y finalizando el año comentaron que era lo mejor que les había pasado.,Resultados positivos,El desarrollo socioemocional del alumno,Habilidades de vida prácticas/futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Dar soporte emocional a los estudiantes,0,1,0,Felicidad,Todo el tiempo,La seguridad en el colegio,Más de quince año,No oficial,,Básica Primaria,,,Mujer,60 a 69 años,Licenciado
12600806003,402373207,2021-04-23 15:04:34,2021-04-23 15:07:20,186.86.52.2,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,Juego Quiziz,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Abrir nuevos mundos para los estudiantes,0,0,2,Felicidad,Todo el tiempo,Educación / aprendizaje,De diez a quince años,No oficial,Preescolar,Básica Primaria,,,Mujer,40 a 49 años,Licenciado
12600787569,402373207,2021-04-23 14:55:30,2021-04-23 15:00:41,186.27.160.165,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,"Colocarles maíz a las palomas , trabajando texturas.",Resultados positivos,El desarrollo socioemocional del alumno,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,52,50,4,Felicidad,Con frecuencia,Ninguna de las anteriores,De cinco a diez años,No oficial,Preescolar,Básica Primaria,Básica Secundaria,Media,Hombre,20 a 29 años,Licenciado
12600781799,402373207,2021-04-23 14:52:34,2021-04-23 14:57:37,186.27.151.41,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,Una exposición basada en las experiencias que los estudiantes han tenido. A través de sus relatos e imágenes. ,Resultados interesantes,El desarrollo socioemocional del alumno,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Abrir nuevos mundos para los estudiantes,19,22,85,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,De cinco a diez años,No oficial,,Básica Primaria,,,Mujer,20 a 29 años,Licenciado
12600756706,402373207,2021-04-23 14:43:22,2021-04-23 14:47:18,186.86.52.202,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,El aprendizaje basado en proyectos porque surge de las necesidades de los estudiantes y tienen un aprendizaje significativo ,Resultados positivos,El desarrollo socioemocional del alumno,Habilidades de vida prácticas/futura empleabilidad,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,100,100,9,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,De diez a quince años,Oficial,,Básica Primaria,,,Mujer,30 a 39 años,Licenciado
12600749655,402373207,2021-04-23 14:38:48,2021-04-23 14:44:06,181.143.230.20,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores -sede primaria,El trabajo que se ha venido realizando a través de los proyectos de aula,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Ayudar a los estudiantes a alcanzar los objetivos,65,62,67,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,De diez a quince años,No oficial,,Básica Primaria,,,Mujer,40 a 49 años,Licenciado
12600743013,402373207,2021-04-23 14:33:54,2021-04-23 14:41:25,181.62.53.180,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,El proyecto en que trabajo con los niños y niñas ellos son los protagonistas e investigadores de su aprendizaje,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/futura empleabilidad,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Abrir nuevos mundos para los estudiantes,81,80,100,Felicidad,Todo el tiempo,Innovación / creatividad,Más de quince año,No oficial,Preescolar,,,,Mujer,50 a 59 años,Magister
12600701452,402373207,2021-04-23 13:44:38,2021-04-23 14:26:17,191.95.59.49,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,"Fue una experiencia positiva y muy significativa en la cual conformamos un equipo de trabajo en conjunto, tanto profesores como estudiantes. Realización de un proyecto en el área de inglés con base en las temáticas de la comida, los cuantificadores y el tiempo presente:  Puesta en escena de un ""Restaurante"" en donde los estudiantes realizaban diferentes roles: chef principal, cocineros, meseros, proveedores, clientes y comensales. Luego, de la presentación se mostraron unas propagandas sobre publicidad de comida y se les planteó unas preguntas de comprensión y participación a los asistentes al final.",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/futura empleabilidad,Aplicar y hacer,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Abrir nuevos mundos para los estudiantes,50,50,50,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,Más de quince año,No oficial,,,Básica Secundaria,,Mujer,40 a 49 años,Licenciado
12600701088,402373207,2021-04-23 12:51:08,2021-04-23 14:27:11,190.1.204.245,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,"Una experiencia que tuvo lugar en la semana cultural correspondiente al English day, fue una bella experiencia en la cual se dio lugar a componente sociales, culturales, artísticos y de uso de la lengua extranjera inglés, ya que se conformó un gran grupo de trabajo, conformado por estudiantes y dirigido por mi compañera de inglés y mi persona, en esta experiencia los estudiantes se pudieron ubicar el rol de youtober, y crearon contenido, tanto audiovisual como su guion para la representación de un canal en vivo, cada integrante retomo temas como, ideas en 5 minutos, como preparar galletas con chispas de chocolate, el top de los mejores videojuegos, el top de los mejores animes del momento, entre otros; posteriormente se realizó un juego dinámico en línea en el cual obtenían puntos por contestar las preguntas referente a lo que cada  estudiante hablo.",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/futura empleabilidad,Aplicar y hacer,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Habilidades prácticas para la vida/ futura empleabilidad,Abrir nuevos mundos para los estudiantes,50,50,50,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,De diez a quince años,No oficial,,,Básica Secundaria,,Mujer,30 a 39 años,Doctorado
12600688970,402373207,2021-04-23 14:14:22,2021-04-23 14:19:36,181.234.155.217,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,"El tarbajo de anticipación que realicé al cuento ""caperucita roja como se la contaron a Jorge"", en el que participaron los padres y los abuelos.",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Comprensión del mundo que los rodea,Abrir nuevos mundos para los estudiantes,0,98,0,Felicidad,Con frecuencia,Relación con la familia,De diez a quince años,No oficial,,Básica Primaria,,,Mujer,40 a 49 años,Licenciado
12600674426,402373207,2021-04-23 14:09:05,2021-04-23 14:13:47,200.116.193.138,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi Miraflores,Máscaras expresionistas en yeso,Resultados interesantes,El desarrollo socioemocional del alumno,Comprensión del mundo que los rodea,Aplicar y hacer,Tiempo y la planeación curricular,Estudiantes y padres,Comprensión del mundo que los rodea,Dar soporte emocional a los estudiantes,50,50,70,Felicidad,Una vez,Valores,De uno a cinco años,No oficial,,,,Media,Hombre,30 a 39 años,Profesional no Licenciado
12600657506,402373207,2021-04-23 14:02:37,2021-04-23 14:07:35,45.230.33.102,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi  Municipal,Animación a la lectura y escritura,Resultados positivos,El desarrollo socioemocional del alumno,Buenas bases de comprensión para futuros aprendizajes,Reflexionar y comprender,Tiempo y la planeación curricular,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Abrir nuevos mundos para los estudiantes,51,91,72,Felicidad,Con frecuencia,Innovación / creatividad,Más de quince año,No oficial,Preescolar,Básica Primaria,,,Mujer,40 a 49 años,Licenciado
12600650324,402373207,2021-04-23 12:13:29,2021-04-23 14:04:41,181.53.210.187,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,"Un día de spa y comida saludable con las familias, adecuamos un espacio para realizar nuestra relajación cada estudiante con su acompañante se acuesta en el espacio creado por ellos, se pusieron pepinos en los ojos, nos hicimos una mascarilla con los materiales que se pidieron con anticipación, nos aplicamos aceites para hacernos masajes por todo el cuerpo para relajar los músculos, al fondo escuchaban música para relajarse, luego las familias prepararon un plato saludable para compartir, al final de la actividad dialogamos como se sintieron en la actividad, lo que mas les gusto, de esta manera también trabajamos las emociones.  ",Resultados positivos,El desarrollo socioemocional del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Comprensión del mundo que los rodea,Dar soporte emocional a los estudiantes,1,0,1,Felicidad,Con frecuencia,Salud,De cinco a diez años,No oficial,,Básica Primaria,,,Mujer,30 a 39 años,Normalista
12600568398,402373207,2021-04-23 13:14:36,2021-04-23 13:33:24,186.113.42.55,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,"En el área de música con los niños de 1er grado trabajamos la tecnica de las baquetas, para desarrollar esta actividad ya que puede ser rutinaria, utilice una canción de una pelicula conocida ""Vengas todas las aves"" de Rio, agregándole una coreografía con diferentes movimientos en las baquetas, ademas los estudiante le dieron su toque personal disfrazándose de algún tipo de ave. El dinamismo de la actividad permitió asimilar los conceptos de la técnica para baquetas con mayor facilidad y motivación. f ",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Ayudar a los estudiantes a alcanzar los objetivos,90,52,51,Felicidad,Con frecuencia,Innovación / creatividad,De uno a cinco años,Oficial,Preescolar,Básica Primaria,,,Mujer,20 a 29 años,Licenciado
12600529171,402373207,2021-04-23 13:10:49,2021-04-23 13:17:51,181.137.182.11,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,"Los días Lunes siempre inicio lasa clases pidiendo a mis estudiantes que narren lo que hicieron o vivieron durante el fin de semana, luego lo representaran con un dibujo y pude notar que esta actividad se volvió en los niños algo de su agrado ya que podían manifestar sus emociones y que la profesora conociera de su entorno familiar.",Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Comprensión del mundo que los rodea,Dar soporte emocional a los estudiantes,91,94,91,Felicidad,Con frecuencia,Valores,Más de quince año,No oficial,,Básica Primaria,,,Mujer,40 a 49 años,Profesional no Licenciado
12600521345,402373207,2021-04-23 12:27:20,2021-04-23 13:17:29,186.112.68.178,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi  Municipal,Que los estudiantes propongan un proyecto relacionado con la comprensión de lectura y a partir de un texto sacar conclusiones y reflexiones de distintos tópicos o uno que a ellos les llame más la atención,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Tiempo y la planeación curricular,Estudiantes y padres,Buenas bases para la compresión de futuros aprendizajes,Abrir nuevos mundos para los estudiantes,10,10,5,Satisfacción/orgullo,Con frecuencia,Educación / aprendizaje,Más de quince año,No oficial,,Básica Primaria,,,Hombre,60 a 69 años,Licenciado
12600516953,402373207,2021-04-23 12:27:02,2021-04-23 13:12:57,186.113.173.47,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,la organización de la huerta escolar  como una estrategia pedagogía en un inicio se  buscaba para  fortalecer la adquisición de aprendizajes de los estudiantes a través de la producción de alimentos de una forma natural y económica que aporten al desarrollo de una aprendizaje integral; pero en el día a día observamos que se pudo abordar temas de convivencia.,Resultados interesantes,El desarrollo socioemocional del alumno,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Comprensión del mundo que los rodea,Dar soporte emocional a los estudiantes,0,65,51,Felicidad,Todo el tiempo,Valores,De cinco a diez años,No oficial,,Básica Primaria,,,Mujer,30 a 39 años,Licenciado
12600514534,402373207,2021-04-23 13:07:13,2021-04-23 13:14:23,186.112.77.44,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi San Nicolas,la elaboración de un barrio en grande con el apoyo de los padres y niños ,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.",Estudiantes y padres,Comprensión del mundo que los rodea,Dar soporte emocional a los estudiantes,40,54,92,Felicidad,Rara vez,Relación con la familia,De diez a quince años,Oficial,,Básica Primaria,,,Mujer,30 a 39 años,Normalista
